Spec Name,Km,K1,K2,K3,L,F,P,Pj,T,dK1geo,iK1geo,dK2geo,iK2geo,dK3geo,iK3geo,dK1pa1,iK1pa1,dK2pa1,iK2pa1,dK3pa1,iK3pa1,dK1te1,iK1te1,dK2te1,iK2te1,dK3te1,iK3te1,f1,dF1-B,iF1-B,dL1-B,iL1-B
NXH82-A,3.15E-03,3.22E-03,3.19E-03,3.05E-03,1.011,1.045,1.057,1.06,0.59,224.3,9.3,126.8,38.7,325.4,49.8,221.5,0.2,131.5,6.4,313,83.6,311.5,0.2,221.5,6.4,43,83.6,6.4,148,34,0,0
NXH82-B,2.93E-03,3.00E-03,2.96E-03,2.84E-03,1.013,1.04,1.054,1.057,0.5,228.2,6,133.6,37.5,325.9,51.9,46.5,0.5,136.6,4.3,310.5,85.7,136.5,0.5,226.6,4.3,40.5,85.7,4.3,148,34,0,0
NXH82-C,2.96E-03,3.02E-03,2.99E-03,2.87E-03,1.01,1.043,1.053,1.056,0.613,221.7,6.7,127,34.8,321.2,54.3,40.7,3.4,130.9,2.6,258.5,85.7,130.7,3.4,220.9,2.6,348.5,85.7,4.3,148,34,0,0
NXH83-A,1.84E-03,1.86E-03,1.84E-03,1.81E-03,1.009,1.015,1.024,1.025,0.278,210.8,11.8,115.5,24,324.9,62.9,29.2,3.3,119.4,3.2,253.6,85.4,119.2,3.3,209.4,3.2,343.6,85.4,4.6,155,26,0,0
NXH83-B,1.97E-03,2.00E-03,1.97E-03,1.93E-03,1.012,1.022,1.035,1.035,0.311,209.8,16.5,113.2,21.4,334.4,62.5,206.6,0.7,116.6,1.4,324.1,88.4,296.6,0.7,206.6,1.4,54.1,88.4,1.6,155,26,0,0
NXH83-C,2.02E-03,2.05E-03,2.03E-03,2.00E-03,1.008,1.016,1.024,1.024,0.313,218.6,10.4,123.9,24.3,329.9,63.3,36.8,1.7,126.9,1.6,260.4,87.6,126.8,1.7,216.9,1.6,350.4,87.6,2.4,155,26,0,0
NXH84-A,2.17E-03,2.20E-03,2.17E-03,2.14E-03,1.015,1.012,1.028,1.028,-0.097,234.5,3.4,143.3,19.3,334.1,70.4,54.8,4.7,323.9,11.6,166.6,77.4,144.8,4.7,53.9,11.6,256.6,77.4,12.6,159,32,0,0
NXH84-B,2.08E-03,2.11E-03,2.08E-03,2.05E-03,1.013,1.016,1.029,1.029,0.094,234.3,7.9,141.6,18.3,346.7,69.9,52.3,0.9,322.1,12.3,146.6,77.6,142.3,0.9,52.1,12.3,236.6,77.6,12.4,159,32,0,0
NXH85-A,2.69E-03,2.73E-03,2.70E-03,2.64E-03,1.008,1.026,1.035,1.036,0.504,45,9.5,140.7,30.7,299.7,57.6,52.8,11.8,320.8,9.3,193.4,74.9,142.8,11.8,50.8,9.3,283.4,74.9,15.1,142,40,0,0
NXH85-B,2.52E-03,2.56E-03,2.52E-03,2.48E-03,1.013,1.018,1.032,1.032,0.145,206.5,5.5,112.8,34,304.6,55.4,28.6,11.6,298.1,2.1,198,78.2,118.6,11.6,28.1,2.1,288,78.2,11.8,142,40,0,0
NXH85-C,2.45E-03,2.48E-03,2.46E-03,2.41E-03,1.009,1.021,1.03,1.031,0.393,208.2,10.4,110.3,37,311.4,51.1,27,6.7,117.2,1.4,218.5,83.2,117,6.7,207.2,1.4,308.5,83.2,6.8,142,40,0,0
NXH86-A,2.55E-03,2.60E-03,2.57E-03,2.47E-03,1.01,1.042,1.053,1.056,0.609,35,0.7,125.4,28.9,303.7,61.1,36.3,4.1,306.2,0.9,203.7,85.8,126.3,4.1,36.2,0.9,293.7,85.8,4.2,132,30,0,0
NXH86-B,2.84E-03,2.90E-03,2.88E-03,2.74E-03,1.009,1.048,1.058,1.062,0.685,205.8,5.6,112,34,303.9,55.4,25.1,3.2,115.4,5.4,264.9,83.7,115.1,3.2,205.4,5.4,354.9,83.7,6.3,132,30,0,0
NXH89-A,2.26E-03,2.33E-03,2.30E-03,2.14E-03,1.013,1.072,1.086,1.093,0.696,59.2,22.7,162.9,29.5,297.8,51.3,68.2,8.6,158.2,0,248.2,81.4,158.2,8.6,248.2,0,338.2,81.4,8.6,130,34,0,0
NXH89-B,2.60E-03,2.67E-03,2.63E-03,2.50E-03,1.015,1.051,1.067,1.07,0.549,64.3,26.8,171.3,30,300.6,47.7,74.4,9.7,164.9,2.9,271.2,79.9,164.4,9.7,254.9,2.9,1.2,79.9,10.1,130,34,0,0
NXH89-C,2.67E-03,2.73E-03,2.71E-03,2.56E-03,1.008,1.055,1.064,1.07,0.729,62.1,24.9,165,25.7,294.4,52.8,71.7,9.1,341.2,3,232.8,80.4,161.7,9.1,71.2,3,322.8,80.4,9.6,130,34,0,0
NXH90-A,1.10E-03,1.10E-03,1.10E-03,1.10E-03,1.002,1.004,1.006,1.007,0.282,358.7,45.7,245.2,21.2,138.5,36.7,42,58.4,228.6,31.5,136.8,2.9,132,58.4,318.6,31.5,226.8,2.9,87.1,130,34,0,0
NXH90-B,1.00E-03,1.01E-03,1.00E-03,9.94E-04,1.01,1.008,1.019,1.019,-0.091,204.8,35.5,80.1,38.6,320.8,31.6,187.4,21.2,92,13.6,331.7,64.4,277.4,21.2,182,13.6,61.7,64.4,25.6,130,34,0,0
NXH90-C,9.86E-04,9.93E-04,9.85E-04,9.79E-04,1.008,1.007,1.015,1.015,-0.085,257.8,64.4,137.2,13.7,41.8,21.1,180.1,63.6,317.4,20,53.6,16.4,270.1,63.6,47.4,20,143.6,16.4,73.6,130,34,0,0
NXH92-A,8.41E-04,8.50E-04,8.40E-04,8.34E-04,1.012,1.007,1.019,1.019,-0.3,57.1,20.4,318.5,22,185.8,59.2,36.2,31.7,138.1,18.5,253.6,52.1,126.2,31.7,228.1,18.5,343.6,52.1,37.9,302,42,0,0
NXH92-B,8.47E-04,8.57E-04,8.45E-04,8.40E-04,1.014,1.007,1.021,1.021,-0.345,6.4,11.1,99.7,16.5,243.9,70,185.4,8.1,84.3,53.6,281.2,35.3,275.4,8.1,174.3,53.6,11.2,35.3,54.7,302,42,0,0
NXH92-C,8.24E-04,8.30E-04,8.25E-04,8.16E-04,1.006,1.011,1.017,1.018,0.259,16.6,7.1,285.4,9.8,141.8,77.9,195.8,4.9,102.9,30.3,294,59.2,285.8,4.9,192.9,30.3,24,59.2,30.8,302,42,0,0
NXH93-A,1.04E-03,1.04E-03,1.04E-03,1.03E-03,1.005,1.011,1.015,1.016,0.4,216.6,20.4,34.5,69.6,126.3,0.7,229.2,12,331.5,45,127.9,42.5,319.2,12,61.5,45,217.9,42.5,47.5,302,42,0,0
NXH93-B,1.02E-03,1.03E-03,1.02E-03,1.02E-03,1.008,1.003,1.012,1.012,-0.428,54.7,41.1,292.7,31.3,179.4,33.1,14.1,43.1,113.9,10.3,214.4,45.1,104.1,43.1,203.9,10.3,304.4,45.1,44.9,302,42,0,0
NXH93-C,9.23E-04,9.27E-04,9.26E-04,9.16E-04,1.001,1.011,1.012,1.013,0.844,359.1,7.1,269,0.5,174.8,82.9,181.9,15.6,81.2,33.7,292.8,52,271.9,15.6,171.2,33.7,22.8,52,38,302,42,0,0
NXH94-A,8.87E-04,8.91E-04,8.88E-04,8.81E-04,1.004,1.008,1.012,1.013,0.292,132.9,25.1,29.9,25.7,260.8,52.7,146.4,65.6,12.8,17.4,277.4,16.6,236.4,65.6,102.8,17.4,7.4,16.6,73.4,302,42,0,0
NXH94-B,1.31E-03,1.32E-03,1.30E-03,1.30E-03,1.015,1.003,1.018,1.019,-0.667,128.5,46.1,221.3,2.6,313.8,43.7,191.7,85.2,40.7,4.2,310.5,2.3,281.7,85.2,130.7,4.2,40.5,2.3,87.7,302,42,0,0
NXH94-C,1.13E-03,1.14E-03,1.13E-03,1.12E-03,1.015,1.004,1.019,1.02,-0.541,125.7,36.5,225.1,12.4,330.8,50.8,136.7,78.2,230,0.7,320.1,11.8,226.7,78.2,320,0.7,50.1,11.8,78.2,302,42,0,0
NXH95-A,8.21E-04,8.39E-04,8.19E-04,8.04E-04,1.024,1.018,1.043,1.043,-0.136,200.2,1,108.5,57.1,290.8,32.9,203.8,8.7,338.8,77.8,112.5,8.5,293.8,8.7,68.8,77.8,202.5,8.5,81.5,302,42,0,0
NXH95-B,5.34E-04,5.39E-04,5.36E-04,5.26E-04,1.004,1.019,1.023,1.025,0.618,197.8,10.1,98.7,41.4,298.7,46.8,208.3,17,45,72.3,299.8,4.8,298.3,17,135,72.3,29.8,4.8,85.2,302,42,0,0
NXH95-C,6.46E-04,6.54E-04,6.46E-04,6.37E-04,1.011,1.014,1.026,1.026,0.126,210.7,2.3,117.7,52,302.4,37.9,212.5,2.6,335.1,85.2,122.3,4.1,302.5,2.6,65.1,85.2,212.3,4.1,85.9,302,42,0,0
NXH95-D,6.87E-04,6.98E-04,6.86E-04,6.78E-04,1.018,1.011,1.029,1.029,-0.223,196.5,10,98.6,38,298.7,50.3,207.2,17.7,53.9,70.3,299.9,8.3,297.2,17.7,143.9,70.3,29.9,8.3,81.7,302,42,0,0
NXH96-A,9.35E-04,9.42E-04,9.35E-04,9.28E-04,1.007,1.008,1.015,1.015,0.053,30.4,17.9,257.8,64.5,126.3,17.5,29.4,3.8,290.8,66.1,121.1,23.6,119.4,3.8,20.8,66.1,211.1,23.6,66.4,10,15,0,0
NXH96-B,9.84E-04,9.89E-04,9.83E-04,9.80E-04,1.005,1.003,1.009,1.009,-0.203,29.2,7.8,276.8,70.3,121.8,18,209.2,6.4,313.8,66.1,116.4,22.9,299.2,6.4,43.8,66.1,206.4,22.9,67.1,10,15,0,0
NXH96-C,1.03E-03,1.04E-03,1.03E-03,1.02E-03,1.013,1.009,1.022,1.022,-0.168,40,14.1,241.8,74.9,131.3,5.4,39,1,304.6,77,129.2,13,129,1,34.6,77,219.2,13,77,10,15,0,0
NXH97-A,9.42E-04,9.50E-04,9.42E-04,9.35E-04,1.009,1.007,1.017,1.017,-0.107,177.4,9.5,51.2,74.1,269.5,12.6,176.3,24.1,31.9,61.2,273.1,14.9,266.3,24.1,121.9,61.2,3.1,14.9,75.1,10,15,0,0
NXH97-B,1.10E-03,1.12E-03,1.11E-03,1.09E-03,1.009,1.01,1.02,1.02,0.053,5.4,11.3,202.1,78.2,96.1,3.3,185.5,3.6,334.8,85.8,95.4,2.2,275.5,3.6,64.8,85.8,185.4,2.2,87.8,10,15,0,0
NXH97-C,7.74E-04,7.80E-04,7.74E-04,7.67E-04,1.007,1.009,1.016,1.016,0.066,183.5,0.6,89.8,80.4,273.6,9.6,183.2,15.5,40.1,70.9,276.3,10.9,273.2,15.5,130.1,70.9,6.3,10.9,79.1,10,15,0,0
NXH98-A,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.002,1.002,1.004,1.004,0.122,123.5,20.2,223.9,26.1,0.5,56.1,113.5,37.9,238,36.1,354.7,31.7,203.5,37.9,328,36.1,84.7,31.7,58.3,344,25,0,0
NXH98-B,1.06E-03,1.07E-03,1.06E-03,1.06E-03,1.007,1.001,1.009,1.009,-0.689,108,19.9,211.5,32.9,352.3,50.1,97.1,32,229.3,47.1,349.9,25.3,187.1,32,319.3,47.1,79.9,25.3,64.7,344,25,0,0
NXH98-C,1.36E-03,1.37E-03,1.36E-03,1.36E-03,1.006,1.002,1.008,1.009,-0.526,128.2,10.9,347.6,76,219.9,8.7,122.2,30.6,345.4,51,225.8,21.8,212.2,30.6,75.4,51,315.8,21.8,68.2,344,25,0,0
NXH99-A,1.05E-03,1.06E-03,1.04E-03,1.04E-03,1.016,1.001,1.017,1.019,-0.829,56.1,24.1,178,49.8,311.1,30,53.7,13.3,169.3,61.4,317.4,24.9,143.7,13.3,259.3,61.4,47.4,24.9,65.1,21,13,0,0
NXH99-B,1.06E-03,1.08E-03,1.06E-03,1.05E-03,1.015,1.006,1.022,1.022,-0.398,49.3,16.5,311.6,24.5,169.9,59.9,48.1,5,316.4,19.4,151.9,70,138.1,5,46.4,19.4,241.9,70,20,21,13,0,0
NXH99-C,9.85E-04,9.94E-04,9.84E-04,9.76E-04,1.01,1.008,1.018,1.018,-0.104,57.9,12.7,326.7,5.4,214,76.1,56.9,2.3,147,2.2,281.1,86.9,146.9,2.3,237,2.2,11.1,86.9,3.1,21,13,0,0
NXH100-A,1.21E-03,1.23E-03,1.21E-03,1.20E-03,1.015,1.008,1.022,1.023,-0.312,221,4,104.1,81.3,311.6,7.8,222.7,14.8,32.1,74.9,132,2.7,312.7,14.8,122.1,74.9,222,2.7,87.3,358,15,0,0
NXH100-B,1.92E-03,1.94E-03,1.92E-03,1.91E-03,1.011,1.007,1.018,1.018,-0.221,38.8,5.3,148.2,74.5,307.4,14.5,218.8,6.1,77.2,82.2,309.3,4.8,308.8,6.1,167.2,82.2,39.3,4.8,85.2,358,15,0,0
NXH100-C,2.17E-03,2.18E-03,2.17E-03,2.15E-03,1.004,1.011,1.015,1.015,0.441,213.6,4.2,110.2,72.5,304.9,17,215.3,16.3,61.9,71.9,307.5,7.7,305.3,16.3,151.9,71.9,37.5,7.7,82.3,358,15,0,0
NXH102-A,4.22E-03,4.36E-03,4.23E-03,4.06E-03,1.032,1.041,1.075,1.075,0.119,146.1,36.1,247.8,15.5,356.9,49.7,158.2,22.6,66.3,4.5,325.6,66.9,248.2,22.6,156.3,4.5,55.6,66.9,23.1,210,25,0,0
NXH102-B,4.34E-03,4.48E-03,4.36E-03,4.18E-03,1.028,1.043,1.072,1.072,0.21,138.7,34.3,236.3,11,341.4,53.5,151.4,23.5,56.3,11.5,302.2,63.5,241.4,23.5,146.3,11.5,32.2,63.5,26.5,210,25,0,0
NXH102-C,3.95E-03,4.08E-03,3.98E-03,3.79E-03,1.025,1.052,1.078,1.08,0.334,138.3,34,237.4,13.1,345.3,52.8,151,23.4,57,9.2,307.1,64.6,241,23.4,147,9.2,37.1,64.6,25.4,210,25,0,0
NXH105-A,3.08E-03,3.18E-03,3.08E-03,2.99E-03,1.035,1.03,1.066,1.066,-0.082,54.7,46.5,194.9,36.1,301,20.9,123.1,47.9,12.6,17.6,268.9,36.8,213.1,47.9,102.6,17.6,358.9,36.8,53.2,180,55,0,0
NXH105-B,2.47E-03,2.54E-03,2.45E-03,2.40E-03,1.036,1.02,1.057,1.058,-0.285,52.4,44.9,173.1,27.1,282.4,32.8,120.5,49.4,353.1,27.5,247.4,27.3,210.5,49.4,83.1,27.5,337.4,27.3,62.7,180,55,0,0
NXH105-C,2.81E-03,2.89E-03,2.79E-03,2.74E-03,1.035,1.018,1.054,1.055,-0.311,57.2,47.4,188.2,31.1,295.2,26,124.6,46.3,7.6,23.5,260.3,34.4,214.6,46.3,97.6,23.5,350.3,34.4,55.6,180,55,0,0
NXH106-A,2.36E-03,2.46E-03,2.33E-03,2.30E-03,1.052,1.015,1.067,1.071,-0.546,239.1,38.2,83.5,49.2,339,12.2,222.4,1.4,131.6,29.6,314.9,60.3,312.4,1.4,221.6,29.6,44.9,60.3,29.7,180,55,0,0
NXH106-B,1.60E-03,1.64E-03,1.59E-03,1.56E-03,1.032,1.018,1.051,1.052,-0.28,238.3,36.6,8.3,40.9,125.3,27.7,43.1,0.3,134.7,81.2,313,8.8,133.1,0.3,224.7,81.2,43,8.8,81.2,180,55,0,0
NXH106-C,1.86E-03,1.91E-03,1.85E-03,1.81E-03,1.032,1.024,1.057,1.057,-0.138,236.1,36.5,7.6,41.8,124.3,26.7,41.9,1.5,141.2,81,311.7,8.9,131.9,1.5,231.2,81,41.7,8.9,81.1,180,55,0,0
NXH107-A,1.02E-03,1.03E-03,1.02E-03,1.01E-03,1.012,1.009,1.021,1.021,-0.155,27.2,23.6,254.3,57.3,127,21.2,202.7,16.4,294.2,5.2,41.2,72.8,292.7,16.4,24.2,5.2,131.2,72.8,17.2,325,72,0,0
NXH107-B,9.49E-04,9.58E-04,9.49E-04,9.39E-04,1.01,1.01,1.02,1.02,0.033,28.2,28.7,285.2,22.4,163.1,52.2,198.5,13.1,99.5,33.9,306.6,53,288.5,13.1,189.5,33.9,36.6,53,37,325,72,0,0
NXH109-A,8.76E-04,8.86E-04,8.76E-04,8.65E-04,1.011,1.013,1.024,1.024,0.11,37,24.4,255,60.1,134.5,16.3,205.5,5.6,296.5,10.5,87.6,78.1,295.5,5.6,26.5,10.5,177.6,78.1,11.9,325,67,0,0
NXH109-B,8.52E-04,8.59E-04,8.52E-04,8.45E-04,1.008,1.009,1.016,1.016,0.049,49.2,25.9,280.6,52.1,152.7,25.5,28.9,5,119.4,5.5,256.5,82.6,118.9,5,209.4,5.5,346.5,82.6,7.4,325,67,0,0
NXH109-C,7.79E-04,7.89E-04,7.75E-04,7.73E-04,1.018,1.003,1.021,1.023,-0.719,53.9,54.5,179.8,22.7,281.4,25.7,2.6,17.9,241.4,58,101.5,25.5,92.6,17.9,331.4,58,191.5,25.5,64.5,325,67,0,0
NXH110-A,1.07E-03,1.08E-03,1.07E-03,1.06E-03,1.004,1.01,1.014,1.015,0.387,257.4,46.4,11.4,21.1,117.7,36,285.3,2.3,194.1,26.8,19.9,63,15.3,2.3,284.1,26.8,109.9,63,27,325,67,0,0
NXH114-A,2.62E-03,2.75E-03,2.57E-03,2.55E-03,1.069,1.007,1.076,1.085,-0.822,238.2,1.3,329.1,35.3,146.3,54.7,243.2,16.1,334.1,3,74.2,73.6,333.2,16.1,64.1,3,164.2,73.6,16.4,355,35,0,0
NXH114-B,2.55E-03,2.66E-03,2.51E-03,2.48E-03,1.061,1.011,1.072,1.078,-0.681,57.4,0.9,326.7,38.4,148.5,51.6,241.3,14.6,333,6.5,86.4,73.9,331.3,14.6,63,6.5,176.4,73.9,16.1,355,35,0,0
NXH114-C,2.76E-03,2.89E-03,2.73E-03,2.68E-03,1.058,1.02,1.079,1.082,-0.478,236.6,1.3,327.7,41.2,145.1,48.8,241.8,16.9,334.6,9,91.4,70.7,331.8,16.9,64.6,9,181.4,70.7,19.3,355,35,0,0
NXH116-A,2.82E-03,2.97E-03,2.78E-03,2.72E-03,1.068,1.022,1.091,1.095,-0.506,259.4,15.9,354.3,16.5,127.8,66.7,269.8,16.2,174.3,18.5,38.3,65,359.8,16.2,264.3,18.5,128.3,65,25,355,35,0,0
NXH116-B,2.80E-03,2.95E-03,2.76E-03,2.70E-03,1.067,1.023,1.092,1.095,-0.484,261.3,18.7,354.8,10.2,111.9,68.6,273,17.3,174.7,24.8,34.3,59,3,17.3,264.7,24.8,124.3,59,31,355,35,0,0
NXH116-C,2.80E-03,2.95E-03,2.75E-03,2.70E-03,1.07,1.021,1.093,1.098,-0.526,263.2,16.4,357.7,15,128,67.4,273.1,14.4,177.8,19.9,36.7,65,3.1,14.4,267.8,19.9,126.7,65,25,355,35,0,0
NXH117-A,2.80E-03,2.93E-03,2.76E-03,2.71E-03,1.064,1.017,1.082,1.087,-0.574,274,18.3,14.1,28,155.2,55.6,282.8,9.9,191.9,5.4,73.6,78.7,12.8,9.9,281.9,5.4,163.6,78.7,11.3,355,35,0,0
NXH117-B,3.29E-03,3.44E-03,3.25E-03,3.17E-03,1.058,1.024,1.084,1.087,-0.403,271.4,15.4,9.5,26.8,154.7,58.4,279.1,9,188,7.3,59.5,78.4,9.1,9,278,7.3,149.5,78.4,11.6,355,35,0,0
NXH117-C,2.71E-03,2.84E-03,2.67E-03,2.61E-03,1.065,1.022,1.088,1.092,-0.483,268.8,10.2,3.2,23,156.5,64.6,274,6.2,182.7,11.7,31.3,76.7,4,6.2,272.7,11.7,121.3,76.7,13.3,355,35,0,0
NXH101-A,3.21E-04,3.31E-04,3.18E-04,3.15E-04,1.041,1.01,1.051,1.054,-0.608,215.5,31,52.8,57.8,310.2,7.8,214.7,6.1,97.1,77,306,11.4,304.7,6.1,187.1,77,36,11.4,78.6,210,25,0,0
NXH101-B,4.01E-04,4.17E-04,3.96E-04,3.92E-04,1.053,1.011,1.064,1.069,-0.661,221.2,29.2,351.6,49.2,115.6,25.7,219.8,4.6,319.5,64.5,127.6,25,309.8,4.6,49.5,64.5,217.6,25,65,210,25,0,0
NXH101-C,3.49E-04,3.63E-04,3.43E-04,3.41E-04,1.058,1.007,1.066,1.072,-0.779,217.1,23.2,111.1,32.7,335.5,48.1,36.5,1.7,127.6,33,303.9,56.9,126.5,1.7,217.6,33,33.9,56.9,33.1,210,25,0,0
NXH103-A,8.37E-04,1.00E-03,8.24E-04,6.84E-04,1.219,1.205,1.468,1.469,-0.03,249.5,24.4,133.2,44.4,358.5,35.7,245.1,5.5,151.5,33,343.4,56.4,335.1,5.5,241.5,33,73.4,56.4,33.6,206,25,0,0
NXH103-B,7.52E-04,8.80E-04,7.42E-04,6.33E-04,1.186,1.172,1.391,1.391,-0.036,247.3,19.7,135.9,45.5,353.5,37.9,244.4,0.4,154.2,33.1,335.1,56.9,334.4,0.4,244.2,33.1,65.1,56.9,33.1,206,25,0,0
NXH103-C,6.50E-04,7.39E-04,6.46E-04,5.66E-04,1.143,1.142,1.306,1.306,-0.002,249.8,21.7,140.3,40.1,0.9,42.1,246.1,3,154.6,26.8,342,63,336.1,3,244.6,26.8,72,63,27,206,25,0,0
NXH104-A,2.54E-04,2.63E-04,2.51E-04,2.49E-04,1.048,1.008,1.057,1.061,-0.695,227.9,41.3,359.9,37.3,112.1,26.3,33.9,1.9,181.1,87.7,303.8,1.2,123.9,1.9,271.1,87.7,33.8,1.2,88.8,180,55,0,0
NXH104-B,2.20E-04,2.28E-04,2.17E-04,2.16E-04,1.053,1.002,1.054,1.062,-0.934,227.9,33.5,131,10.4,26.1,54.5,38.7,8.1,304.9,25.1,145.3,63.4,128.7,8.1,34.9,25.1,235.3,63.4,26.6,180,55,0,0
NXH104-C,2.36E-04,2.44E-04,2.33E-04,2.32E-04,1.047,1.002,1.049,1.056,-0.921,226.3,38.8,20.9,48.3,125.7,12.9,34.4,4.6,137,69.6,302.8,19.8,124.4,4.6,227,69.6,32.8,19.8,70.2,180,55,0,0
NXH108-A,7.78E-05,7.85E-05,7.75E-05,7.72E-05,1.013,1.005,1.018,1.018,-0.45,42.8,19.5,274,60.5,140.6,21.2,212.7,5,122.5,1.5,16.2,84.8,302.7,5,212.5,1.5,106.2,84.8,5.2,325,72,0,0
NXH108-B,7.51E-05,7.58E-05,7.49E-05,7.45E-05,1.012,1.005,1.017,1.018,-0.437,41.1,21.9,230.8,67.9,132.5,3.4,209.9,5.5,301.7,18.2,103.6,70.9,299.9,5.5,31.7,18.2,193.6,70.9,19.1,325,72,0,0
NXH110-B,1.28E-04,1.29E-04,1.28E-04,1.27E-04,1.009,1.01,1.02,1.02,0.033,30.6,32.6,272.6,36.3,149.2,36.8,195.5,6.3,104.1,12.8,311.1,75.7,285.5,6.3,194.1,12.8,41.1,75.7,14.3,325,67,0,0
NXH110-C,1.13E-04,1.13E-04,1.13E-04,1.12E-04,1.003,1.007,1.01,1.011,0.425,252.4,47.9,18.7,28.2,125.6,28.5,284.9,6,193.1,17.2,33.5,71.7,14.9,6,283.1,17.2,123.5,71.7,18.3,325,67,0,0
NXH111-A,1.22E-05,1.27E-05,1.22E-05,1.18E-05,1.043,1.039,1.084,1.084,-0.055,62.2,16.3,165.5,38,313.6,47.4,37.7,16.3,277.2,60.1,135.3,24.4,127.7,16.3,7.2,60.1,225.3,24.4,65.6,320,72,0,0
NXH111-B,1.27E-05,1.32E-05,1.26E-05,1.24E-05,1.046,1.023,1.07,1.071,-0.332,229.6,7.4,51.3,82.6,319.7,0.2,237,2.6,327.8,18,138.9,71.8,327,2.6,57.8,18,228.9,71.8,18.2,320,72,0,0
NXH111-C,1.10E-05,1.15E-05,1.08E-05,1.06E-05,1.063,1.019,1.084,1.088,-0.534,190.5,32.4,312.5,39.9,75.8,33.3,257.8,42.6,133.3,31.7,21.4,31.1,347.8,42.6,223.3,31.7,111.4,31.1,58.9,320,72,0,0
NXH113-A,1.45E-05,1.50E-05,1.45E-05,1.39E-05,1.033,1.049,1.083,1.084,0.194,23.1,11.6,130.2,55.2,285.7,32.3,211.8,26.4,345.4,54.2,110,22.3,301.8,26.4,75.4,54.2,200,22.3,67.7,328,68,0,0
NXH113-B,1.18E-05,1.22E-05,1.18E-05,1.14E-05,1.032,1.033,1.067,1.067,0.015,13.1,8.1,114.2,53.5,277.2,35.3,208.7,36.5,358.6,49.4,107.1,15.2,298.7,36.5,88.6,49.4,197.1,15.2,74.8,328,68,0,0
NXH113-C,1.02E-05,1.07E-05,1.05E-05,9.52E-06,1.027,1.099,1.128,1.135,0.566,25.4,20.9,143.6,51.2,282.1,31.1,204.6,19.5,333.6,60.6,106.8,21.1,294.6,19.5,63.6,60.6,196.8,21.1,68.9,328,68,0,0
NXH115-A,2.45E-04,2.58E-04,2.39E-04,2.39E-04,1.08,1.002,1.083,1.095,-0.941,30.3,0.2,122.3,83.2,300.3,6.8,215.8,27.7,5.5,58.7,118.6,13.4,305.8,27.7,95.5,58.7,208.6,13.4,76.6,355,35,0,0
NXH115-B,2.32E-04,2.43E-04,2.27E-04,2.25E-04,1.069,1.01,1.08,1.087,-0.737,34,0.9,299.5,79.1,124.2,10.9,219.3,25.7,341.5,48,112.7,30.7,309.3,25.7,71.5,48,202.7,30.7,59.3,355,35,0,0
NXH115-C,2.16E-04,2.26E-04,2.12E-04,2.10E-04,1.065,1.009,1.075,1.082,-0.746,34.6,0.1,304.2,77.1,124.6,12.9,220.2,26.2,340.6,45.9,111.9,32.6,310.2,26.2,70.6,45.9,201.9,32.6,57.4,355,35,0,0
NXH118-A,3.56E-04,3.73E-04,3.55E-04,3.39E-04,1.05,1.047,1.099,1.099,-0.03,50.7,6,307.8,64.7,143.4,24.5,232.7,13.6,332.4,35,124.8,51.7,322.7,13.6,62.4,35,214.8,51.7,38.3,355,35,0,0
NXH118-B,3.41E-04,3.59E-04,3.40E-04,3.24E-04,1.056,1.05,1.109,1.109,-0.052,315.6,28.5,72.6,39.9,201.5,36.9,321.1,0.1,51.1,25.6,230.8,64.4,51.1,0.1,141.1,25.6,320.8,64.4,25.6,355,35,0,0
NXH118-C,3.27E-04,3.45E-04,3.27E-04,3.11E-04,1.054,1.052,1.108,1.108,-0.017,50.5,4.9,308.9,67,142.5,22.4,233.1,14.7,334.4,36.8,125.2,49.4,323.1,14.7,64.4,36.8,215.2,49.4,40.6,355,35,0,0
NXH145-A,2.31E-04,2.41E-04,2.36E-04,2.15E-04,1.022,1.096,1.121,1.128,0.611,223.6,25.3,105,45.4,332.1,33.9,214.9,13.4,118.4,25.4,330,60.8,304.9,13.4,208.4,25.4,60,60.8,29.2,155,27,0,0
NXH145-B,2.40E-04,2.50E-04,2.44E-04,2.26E-04,1.024,1.082,1.108,1.114,0.536,224,19.7,109.8,48.8,328.3,34.4,217.7,8.5,123.3,27.4,323.5,61.1,307.7,8.5,213.3,27.4,53.5,61.1,28.9,155,27,0,0
NXH145-C,2.44E-04,2.55E-04,2.49E-04,2.29E-04,1.024,1.09,1.116,1.122,0.571,223.8,19.5,109.2,49.7,327.5,33.7,217.7,8.2,123.2,28.3,322.3,60.3,307.7,8.2,213.2,28.3,52.3,60.3,29.7,155,27,0,0
NXH146-A,4.02E-04,4.56E-04,4.05E-04,3.43E-04,1.126,1.18,1.328,1.33,0.164,48.8,17.8,179.5,63.8,312.6,18.6,58.9,19.9,164.8,37,306.7,46.2,148.9,19.9,254.8,37,36.7,46.2,43.8,148,29,0,0
NXH146-B,3.52E-04,3.90E-04,3.56E-04,3.10E-04,1.097,1.149,1.26,1.262,0.2,45.7,18.2,178.7,64.3,309.8,17.6,56.4,21.7,164.2,37.4,303.2,44.7,146.4,21.7,254.2,37.4,33.2,44.7,45.3,148,29,0,0
